#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_007880.1",934654,935556,"-",,,"FTL_RS04935","WP_003015779.1",300,"lipoate--protein ligase"
"chromosome","NC_007880.1",935670,936860,"+",,,"FTL_RS04940","WP_003015781.1",396,"tyrosine--tRNA ligase"
"chromosome","NC_007880.1",936872,937036,"+",,,"FTL_RS11105","WP_010030720.1",54,"hypothetical protein"
"chromosome","NC_007880.1",937264,938144,"-",,,"FTL_RS10380","WP_011457329.1",293,"MULTISPECIES: IS630 family transposase"
"chromosome","NC_007880.1",938239,939381,"+",,,"FTL_RS04960","WP_015083936.1",380,"alpha-hydroxy-acid oxidizing protein"
"chromosome","NC_007880.1",939404,939580,"+",,,"FTL_RS04965","WP_003018868.1",58,"hypothetical protein"
"chromosome","NC_007880.1",939821,941200,"+",,,"FTL_RS04970","WP_003015788.1",459,"FAD-binding oxidoreductase"
"chromosome","NC_007880.1",941200,942510,"+",,,"FTL_RS04975","WP_024533524.1",436,"4Fe-4S dicluster domain-containing protein"
"chromosome","NC_007880.1",942525,943682,"+",,,"FTL_RS04980","WP_011648685.1",385,"iron-containing alcohol dehydrogenase"
"chromosome","NC_007880.1",943905,944750,"+",,"prmA","FTL_RS04985","WP_003015795.1",281,"50S ribosomal protein L11 methyltransferase"
"chromosome","NC_007880.1",944740,945723,"+",,"dusB","FTL_RS04990","WP_003015799.1",327,"tRNA dihydrouridine synthase DusB"
"chromosome","NC_007880.1",945953,948280,"+",,,"FTL_RS10870","WP_003015801.1",775,"N-6 DNA methylase"
"chromosome","NC_007880.1",948522,948908,"+",,,"FTL_RS05000","WP_003015803.1",128,"endonuclease domain-containing protein"
"chromosome","NC_007880.1",949617,951023,"+",,,"FTL_RS05010","WP_003015809.1",468,"ATP-binding protein"
"chromosome","NC_007880.1",951043,952092,"-",,"dinB","FTL_RS05015","WP_003015811.1",349,"DNA polymerase IV"
"chromosome","NC_007880.1",952099,952701,"-",,,"FTL_RS05020","WP_003015812.1",200,"DJ-1/PfpI family protein"
"chromosome","NC_007880.1",952812,953858,"+",,,"FTL_RS05025","WP_003015815.1",348,"ABC-F family ATP-binding cassette domain-containing protein"
"chromosome","NC_007880.1",953855,955087,"-",,,"FTL_RS05030","WP_003015818.1",410,"ribonucleotide-diphosphate reductase subunit beta"
"chromosome","NC_007880.1",955094,955354,"-",,,"FTL_RS05035","WP_003015822.1",86,"glutaredoxin"
"chromosome","NC_007880.1",955358,957130,"-",,,"FTL_RS05040","WP_003015825.1",590,"ribonucleoside-diphosphate reductase subunit alpha"
"chromosome","NC_007880.1",957334,958293,"-",,"mdh","FTL_RS05045","WP_010030432.1",319,"malate dehydrogenase"
"chromosome","NC_007880.1",958456,958968,"+",,,"FTL_RS05050","WP_003015832.1",170,"hypothetical protein"
"chromosome","NC_007880.1",958984,959619,"+",,"coq7","FTL_RS05055","WP_003015834.1",211,"2-polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone monooxygenase"
"chromosome","NC_007880.1",959628,960197,"-",,,"FTL_RS05060","WP_003015836.1",189,"transglycosylase SLT domain-containing protein"
"chromosome","NC_007880.1",960820,961700,"+",,,"FTL_RS10395","WP_011457329.1",293,"MULTISPECIES: IS630 family transposase"
"chromosome","NC_007880.1",961985,963475,"-",,,"FTL_RS05085","WP_003015842.1",496,"hypothetical protein"
"chromosome","NC_007880.1",963530,964111,"-",,,"FTL_RS05090","WP_003015843.1",193,"HAD family hydrolase"
"chromosome","NC_007880.1",964207,964806,"+",,,"FTL_RS05095","WP_003015845.1",199,"peroxiredoxin C"
"chromosome","NC_007880.1",966692,966907,"+",,,"FTL_RS05115","WP_003015852.1",71,"MULTISPECIES: hypothetical protein"
"chromosome","NC_007880.1",966911,967522,"+",,,"FTL_RS05120","WP_003015855.1",203,"hypothetical protein"
"chromosome","NC_007880.1",967877,968410,"+",,,"FTL_RS05125","WP_024533522.1",177,"hypothetical protein"
"chromosome","NC_007880.1",968464,969156,"+",,"dnaQ","FTL_RS05130","WP_015083937.1",230,"DNA polymerase III subunit epsilon"
"chromosome","NC_007880.1",969150,969623,"+",,,"FTL_RS05135","WP_003015861.1",157,"D-alanyl-D-alanine carboxypeptidase family protein"
"chromosome","NC_007880.1",969610,971019,"+",,,"FTL_RS05140","WP_010032019.1",469,"hypothetical protein"
"chromosome","NC_007880.1",973493,973765,"+",,,"FTL_RS05160","WP_003015870.1",90,"MULTISPECIES: metal-sensitive transcriptional regulator"
"chromosome","NC_007880.1",973779,974510,"+",,,"FTL_RS05165","WP_003015872.1",243,"membrane protein"
"chromosome","NC_007880.1",974513,975382,"-",,,"FTL_RS05170","WP_003015875.1",289,"LysR family transcriptional regulator"
"chromosome","NC_007880.1",975480,976004,"+",,,"FTL_RS05175","WP_003015877.1",174,"peroxiredoxin"
"chromosome","NC_007880.1",976007,976618,"+",,,"FTL_RS05180","WP_003015880.1",203,"short chain dehydrogenase"
"chromosome","NC_007880.1",976635,977300,"-",,"cmk","FTL_RS05185","WP_003015884.1",221,"(d)CMP kinase"
"chromosome","NC_007880.1",977287,978339,"-",,"serC","FTL_RS05190","WP_003015888.1",350,"3-phosphoserine/phosphohydroxythreonine transaminase"
"chromosome","NC_007880.1",978659,979539,"+",,,"FTL_RS10400","WP_011457329.1",293,"MULTISPECIES: IS630 family transposase"
"chromosome","NC_007880.1",979517,980572,"-",,,"FTL_RS05210","WP_003015892.1",351,"histidine-type phosphatase"
"chromosome","NC_007880.1",980597,981523,"-",,"hemF","FTL_RS05215","WP_003015894.1",308,"oxygen-dependent coproporphyrinogen oxidase"
"chromosome","NC_007880.1",982590,982943,"+",,,"FTL_RS10405","WP_010031813.1",117,"hypothetical protein"
"chromosome","NC_007880.1",983058,983393,"+",,"rpsF","FTL_RS05225","WP_003015897.1",111,"30S ribosomal protein S6"
"chromosome","NC_007880.1",983409,983627,"+",,,"FTL_RS05230","WP_003015901.1",72,"30S ribosomal protein S18"
"chromosome","NC_007880.1",983646,984101,"+",,"rplI","FTL_RS05235","WP_010031819.1",151,"50S ribosomal protein L9"
"chromosome","NC_007880.1",984192,985586,"+",,"dnaB","FTL_RS05240","WP_011457442.1",464,"replicative DNA helicase"
"chromosome","NC_007880.1",985617,986729,"+",,,"FTL_RS05245","WP_003015910.1",370,"bifunctional tRNA (adenosine(37)-C2)-methyltransferase TrmG/ribosomal RNA large subunit methyltransferase RlmN"
"chromosome","NC_007880.1",986719,987624,"+",,,"FTL_RS05250","WP_003015915.1",301,"pilus assembly protein PilF"
"chromosome","NC_007880.1",987617,988432,"+",,,"FTL_RS05255","WP_003015918.1",271,"pseudouridine synthase"
"chromosome","NC_007880.1",988432,988857,"+",,,"FTL_RS05260","WP_003015921.1",141,"hypothetical protein"
"chromosome","NC_007880.1",988835,989275,"+",,,"FTL_RS05265","WP_003015924.1",146,"GNAT family N-acetyltransferase"
"chromosome","NC_007880.1",990480,990623,"+",,,"FTL_RS11115","WP_010031564.1",47,"hypothetical protein"
"chromosome","NC_007880.1",990653,990790,"+",,,"FTL_RS11120","WP_010031565.1",45,"hypothetical protein"
"chromosome","NC_007880.1",991063,991257,"+",,,"FTL_RS05275","WP_010031566.1",64,"hypothetical protein"
"chromosome","NC_007880.1",991703,991855,"+",,,"FTL_RS05280","WP_010031568.1",50,"hypothetical protein"
"chromosome","NC_007880.1",994763,995329,"+",,,"FTL_RS05295","WP_003015939.1",188,"hypothetical protein"
"chromosome","NC_007880.1",995381,995746,"+",,,"FTL_RS05300","WP_003015942.1",121,"hypothetical protein"
"chromosome","NC_007880.1",996413,997036,"+",,,"FTL_RS05305","WP_010031572.1",207,"PQ-loop repeat-containing protein"
"chromosome","NC_007880.1",997117,997548,"+",,,"FTL_RS05310","WP_003015945.1",143,"hypothetical protein"
"chromosome","NC_007880.1",997638,998615,"+",,,"FTL_RS05315","WP_003015946.1",325,"polyprenyl synthetase family protein"
"chromosome","NC_007880.1",998633,999445,"-",,,"FTL_RS05320","WP_003015948.1",270,"FKBP-type peptidyl-prolyl cis-trans isomerase"
"chromosome","NC_007880.1",999459,1000262,"-",,"ttcA","FTL_RS05325","WP_003015950.1",267,"tRNA 2-thiocytidine(32) synthetase TtcA"
"chromosome","NC_007880.1",1000255,1000671,"-",,,"FTL_RS05330","WP_003015954.1",138,"acyl-CoA thioesterase"
"chromosome","NC_007880.1",1000687,1001298,"-",,,"FTL_RS05335","WP_003015611.1",203,"transglycosylase SLT domain-containing protein"
"chromosome","NC_007880.1",1001299,1002702,"-",,"dacB","FTL_RS05340","WP_003015957.1",467,"D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase"
"chromosome","NC_007880.1",1002958,1003155,"+",,"rpsU","FTL_RS05345","WP_003015958.1",65,"30S ribosomal protein S21"
"chromosome","NC_007880.1",1003216,1003662,"+",,,"FTL_RS05350","WP_003015961.1",148,"GatB/YqeY domain-containing protein"
"chromosome","NC_007880.1",1003683,1005500,"+",,,"FTL_RS05355","WP_003015962.1",605,"DNA primase"
"chromosome","NC_007880.1",1005525,1007258,"+",,"rpoD","FTL_RS05360","WP_003015963.1",577,"RNA polymerase sigma factor RpoD"
"chromosome","NC_007880.1",1007365,1008615,"+",,,"FTL_RS05365","WP_003015964.1",416,"NAD(P)/FAD-dependent oxidoreductase"
"chromosome","NC_007880.1",1012669,1013289,"-",,"lipB","FTL_RS05395","WP_003015973.1",206,"lipoyl(octanoyl) transferase LipB"
"chromosome","NC_007880.1",1013299,1013583,"-",,,"FTL_RS05400","WP_003015976.1",94,"DUF493 domain-containing protein"
"chromosome","NC_007880.1",1013616,1014950,"-",,"dacD","FTL_RS05405","WP_003015979.1",444,"D-alanyl-D-alanine carboxypeptidase"
"chromosome","NC_007880.1",1015107,1015628,"+",,"ppa","FTL_RS05410","WP_003015981.1",173,"inorganic diphosphatase"
"chromosome","NC_007880.1",1015719,1016267,"+",,,"FTL_RS05415","WP_003015984.1",182,"HAD-IIIA family hydrolase"
"chromosome","NC_007880.1",1016275,1016901,"+",,"lptC","FTL_RS05420","WP_003015986.1",208,"LPS export ABC transporter periplasmic protein LptC"
"chromosome","NC_007880.1",1016888,1017721,"+",,,"FTL_RS05425","WP_003015989.1",277,"hypothetical protein"
"chromosome","NC_007880.1",1017795,1018526,"+",,"lptB","FTL_RS05430","WP_003015991.1",243,"LPS export ABC transporter ATP-binding protein"
"chromosome","NC_007880.1",1018575,1019168,"+",,,"FTL_RS05435","WP_011457444.1",197,"fumarylacetoacetate hydrolase family protein"
"chromosome","NC_007880.1",1019181,1021013,"+",,,"FTL_RS05440","WP_003015994.1",610,"alpha/beta hydrolase fold domain-containing protein"
"chromosome","NC_007880.1",1021016,1021792,"+",,"truA","FTL_RS05445","WP_003015996.1",258,"tRNA pseudouridine(38-40) synthase TruA"
"chromosome","NC_007880.1",1023479,1025029,"+",,"guaA","FTL_RS05455","WP_003015999.1",516,"glutamine-hydrolyzing GMP synthase"
"chromosome","NC_007880.1",1025111,1026958,"+",,"dxs","FTL_RS05460","WP_003016001.1",615,"1-deoxy-D-xylulose-5-phosphate synthase"
"chromosome","NC_007880.1",1026974,1027309,"+",,,"FTL_RS05465","WP_003016003.1",111,"gamma-glutamylcyclotransferase"
"chromosome","NC_007880.1",1027331,1027960,"+",,,"FTL_RS05470","WP_003016004.1",209,"arylesterase"
"chromosome","NC_007880.1",1027970,1028560,"-",,,"FTL_RS05475","WP_003016005.1",196,"MULTISPECIES: hypothetical protein"
"chromosome","NC_007880.1",1028678,1029403,"+",,,"FTL_RS05480","WP_003016006.1",241,"SDR family oxidoreductase"
"chromosome","NC_007880.1",1029467,1030513,"+",,"ruvB","FTL_RS05485","WP_003016007.1",348,"Holliday junction branch migration DNA helicase RuvB"
"chromosome","NC_007880.1",1031496,1031684,"-",,,"FTL_RS05495","WP_011648668.1",62,"hypothetical protein"
"chromosome","NC_007880.1",1031796,1031999,"-",,,"FTL_RS05500","WP_003016011.1",67,"helix-turn-helix transcriptional regulator"
"chromosome","NC_007880.1",1035198,1035866,"+",,,"FTL_RS05525","WP_076010785.1",222,"MFS transporter"
"chromosome","NC_007880.1",1036686,1037039,"-",,,"FTL_RS05535","WP_003016030.1",117,"hypothetical protein"
"chromosome","NC_007880.1",1038266,1039018,"-",,,"FTL_RS05545","WP_003016035.1",250,"RNA methyltransferase"
"chromosome","NC_007880.1",1041501,1042355,"+",,,"FTL_RS05560","WP_011457445.1",284,"bifunctional methionine sulfoxide reductase B/A protein"
"chromosome","NC_007880.1",1043815,1044936,"-",,,"FTL_RS05570","WP_003019051.1",373,"thioredoxin domain-containing protein"
"chromosome","NC_007880.1",1044957,1045247,"-",,,"FTL_RS05575","WP_003019053.1",96,"FKBP-type peptidyl-prolyl cis-trans isomerase N-terminal domain-containing protein"
"chromosome","NC_007880.1",1046424,1046759,"-",,"rsfS","FTL_RS05590","WP_003026672.1",111,"MULTISPECIES: ribosome silencing factor"
"chromosome","NC_007880.1",1046862,1047197,"+",,,"FTL_RS05595","WP_003016046.1",111,"MULTISPECIES: hypothetical protein"
"chromosome","NC_007880.1",1049106,1049552,"-",,,"FTL_RS05610","WP_003019056.1",148,"hypothetical protein"
"chromosome","NC_007880.1",1049708,1052305,"+",,"alaS","FTL_RS05615","WP_003016055.1",865,"alanine--tRNA ligase"
"chromosome","NC_007880.1",1052313,1053695,"+",,"ftlC","FTL_RS05620","WP_003016057.1",460,"TolC family protein FtlC"
"chromosome","NC_007880.1",1053698,1055077,"+",,,"FTL_RS05625","WP_003016059.1",459,"leucyl aminopeptidase family protein"
"chromosome","NC_007880.1",1055211,1056176,"+",,"tal","FTL_RS05630","WP_010031624.1",321,"transaldolase"
"chromosome","NC_007880.1",1056202,1056660,"+",,,"FTL_RS05635","WP_011457447.1",152,"hypothetical protein"
"chromosome","NC_007880.1",1058231,1058908,"-",,,"FTL_RS05650","WP_011457449.1",225,"nicotinamide mononucleotide transporter"
"chromosome","NC_007880.1",1058905,1059393,"-",,,"FTL_RS05655","WP_160483924.1",162,"isochorismatase family protein"
"chromosome","NC_007880.1",1060034,1060780,"+",,,"FTL_RS05660","WP_003016074.1",248,"amino acid transporter"
"chromosome","NC_007880.1",1060774,1062789,"+",,,"FTL_RS05665","WP_010031677.1",671,"UvrD-helicase domain-containing protein"
"chromosome","NC_007880.1",1062845,1063675,"+",,,"FTL_RS05670","WP_003016078.1",276,"GntR family transcriptional regulator"
"chromosome","NC_007880.1",1063806,1064792,"-",,,"FTL_RS05675","WP_003016080.1",328,"rhodanese-related sulfurtransferase"
"chromosome","NC_007880.1",1064986,1065846,"+",,,"FTL_RS05680","WP_003016083.1",286,"recombination-associated protein RdgC"
"chromosome","NC_007880.1",1065851,1066108,"+",,,"FTL_RS05685","WP_003016085.1",85,"hypothetical protein"
"chromosome","NC_007880.1",1066124,1066546,"-",,,"FTL_RS05690","WP_003021218.1",140,"hypothetical protein"
"chromosome","NC_007880.1",1066772,1067575,"+",,,"FTL_RS05695","WP_003016087.1",267,"hypothetical protein"
"chromosome","NC_007880.1",1069480,1069866,"+",,,"FTL_RS05720","WP_003016094.1",128,"hypothetical protein"
"chromosome","NC_007880.1",1069990,1071246,"-",,,"FTL_RS05725","WP_011457453.1",418,"type II toxin-antitoxin system HipA family toxin"
"chromosome","NC_007880.1",1071249,1071476,"-",,,"FTL_RS05730","WP_003016100.1",75,"helix-turn-helix transcriptional regulator"
"chromosome","NC_007880.1",1071741,1071950,"+",,,"FTL_RS05735","WP_003023696.1",69,"hypothetical protein"
"chromosome","NC_007880.1",1072264,1073144,"-",,,"FTL_RS10415","WP_011457329.1",293,"MULTISPECIES: IS630 family transposase"
"chromosome","NC_007880.1",1073497,1073988,"+",,,"FTL_RS05755","WP_003016105.1",163,"GNAT family N-acetyltransferase"
"chromosome","NC_007880.1",1075246,1076034,"-",,,"FTL_RS05765","WP_003016111.1",262,"inositol monophosphatase"
"chromosome","NC_007880.1",1076121,1077173,"-",,,"FTL_RS05770","WP_010030599.1",350,"YeiH family putative sulfate export transporter"
"chromosome","NC_007880.1",1077263,1078471,"-",,"tsgA","FTL_RS05775","WP_011457455.1",402,"MFS transporter TsgA"
"chromosome","NC_007880.1",1078593,1079279,"+",,"mnmD","FTL_RS05780","WP_003016113.1",228,"tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD"
"chromosome","NC_007880.1",1079269,1079553,"-",,,"FTL_RS05785","WP_011457456.1",94,"hypothetical protein"
"chromosome","NC_007880.1",1079634,1080893,"-",,"fabF","FTL_RS05790","WP_003016117.1",419,"beta-ketoacyl-ACP synthase II"
"chromosome","NC_007880.1",1080973,1081203,"-",,"acpP","FTL_RS05795","WP_032685372.1",76,"MULTISPECIES: acyl carrier protein"
"chromosome","NC_007880.1",1081354,1082097,"-",,"fabG","FTL_RS05800","WP_003016121.1",247,"3-oxoacyl-ACP reductase FabG"
"chromosome","NC_007880.1",1082111,1083031,"-",,"fabD","FTL_RS05805","WP_003016126.1",306,"ACP S-malonyltransferase"
"chromosome","NC_007880.1",1083079,1084050,"-",,,"FTL_RS05810","WP_011457457.1",323,"ketoacyl-ACP synthase III"
"chromosome","NC_007880.1",1084147,1085193,"-",,"plsX","FTL_RS05815","WP_003016130.1",348,"phosphate acyltransferase PlsX"
"chromosome","NC_007880.1",1085292,1085474,"-",,"rpmF","FTL_RS05820","WP_003016134.1",60,"50S ribosomal protein L32"
"chromosome","NC_007880.1",1085518,1086021,"-",,,"FTL_RS05825","WP_003018214.1",167,"DUF177 domain-containing protein"
"chromosome","NC_007880.1",1086160,1088151,"+",,"tkt","FTL_RS05830","WP_003016141.1",663,"transketolase"
"chromosome","NC_007880.1",1088189,1089190,"+",,"gap","FTL_RS05835","WP_011457458.1",333,"type I glyceraldehyde-3-phosphate dehydrogenase"
"chromosome","NC_007880.1",1089209,1090387,"+",,,"FTL_RS05840","WP_003016144.1",392,"phosphoglycerate kinase"
"chromosome","NC_007880.1",1090403,1091839,"+",,"pyk","FTL_RS05845","WP_003016145.1",478,"pyruvate kinase"
"chromosome","NC_007880.1",1091858,1092922,"+",,,"FTL_RS05850","WP_003016146.1",354,"fructose-bisphosphate aldolase class II"
"chromosome","NC_007880.1",1094545,1094802,"-",,,"FTL_RS05860","WP_003016148.1",85,"hypothetical protein"
"chromosome","NC_007880.1",1094950,1095830,"+",,,"FTL_RS10425","WP_011457326.1",293,"IS630 family transposase"
"chromosome","NC_007880.1",1095831,1096703,"-",,,"FTL_RS05875","WP_011457343.1",290,"MFS transporter"
"chromosome","NC_007880.1",1097491,1098045,"+",,"tssB","FTL_RS05890","WP_003016161.1",184,"type VI secretion system contractile sheath small subunit"
"chromosome","NC_007880.1",1098059,1099579,"+",,"tssC","FTL_RS05895","WP_010031646.1",506,"type VI secretion system contractile sheath large subunit"
"chromosome","NC_007880.1",1099596,1100225,"+",,,"FTL_RS05900","WP_003016165.1",209,"MULTISPECIES: hypothetical protein"
"chromosome","NC_007880.1",1100246,1101442,"+",,,"FTL_RS05905","WP_011457345.1",398,"hypothetical protein"
"chromosome","NC_007880.1",1101449,1102024,"-",,,"FTL_RS05910","WP_003016169.1",191,"hypothetical protein"
"chromosome","NC_007880.1",1102042,1106028,"-",,"pdpC","FTL_RS05915","WP_003016172.1",1328,"pathogenicity determinant protein PdpC"
"chromosome","NC_007880.1",1106068,1106841,"-",,,"FTL_RS05920","WP_003016175.1",257,"hypothetical protein"
"chromosome","NC_007880.1",1106807,1107958,"-",,,"FTL_RS05925","WP_003016179.1",383,"hypothetical protein"
"chromosome","NC_007880.1",1107980,1108603,"-",,,"FTL_RS05930","WP_003016181.1",207,"DotU family type IV/VI secretion system protein"
"chromosome","NC_007880.1",1108616,1110046,"-",,,"FTL_RS05935","WP_003016182.1",476,"hypothetical protein"
"chromosome","NC_007880.1",1110059,1110580,"-",,,"FTL_RS05940","WP_003016185.1",173,"DUF4280 domain-containing protein"
"chromosome","NC_007880.1",1110648,1112312,"-",,,"FTL_RS05945","WP_003016188.1",554,"hypothetical protein"
"chromosome","NC_007880.1",1112317,1112811,"-",,,"FTL_RS05950","WP_003016192.1",164,"hypothetical protein"
"chromosome","NC_007880.1",1112824,1113201,"-",,,"FTL_RS05955","WP_003018235.1",125,"hypothetical protein"
"chromosome","NC_007880.1",1113191,1116472,"-",,,"FTL_RS05960","WP_011457346.1",1093,"hypothetical protein"
"chromosome","NC_007880.1",1116477,1118939,"-",,,"FTL_RS05965","WP_003016195.1",820,"hypothetical protein"
"chromosome","NC_007880.1",1124519,1125088,"-",,,"FTL_RS05995","WP_003016228.1",189,"disulfide bond formation protein B"
"chromosome","NC_007880.1",1125106,1125264,"-",,,"FTL_RS11125","WP_003025430.1",52,"MULTISPECIES: hypothetical protein"
"chromosome","NC_007880.1",1125350,1126273,"-",,,"FTL_RS06000","WP_003016231.1",307,"cysteine synthase family protein"
"chromosome","NC_007880.1",1126700,1127545,"-",,,"FTL_RS06005","WP_003016232.1",281,"linear amide C-N hydrolase"
"chromosome","NC_007880.1",1128601,1128795,"+",,,"FTL_RS06020","WP_003016237.1",64,"hypothetical protein"
"chromosome","NC_007880.1",1128805,1130157,"-",,"mnmE","FTL_RS06025","WP_011457460.1",450,"tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE"
"chromosome","NC_007880.1",1130163,1130408,"-",,,"FTL_RS06030","WP_003016239.1",81,"hypothetical protein"
"chromosome","NC_007880.1",1130527,1130823,"+",,"raiA","FTL_RS06035","WP_003034470.1",98,"MULTISPECIES: ribosome-associated translation inhibitor RaiA"
"chromosome","NC_007880.1",1130860,1131315,"+",,,"FTL_RS06040","WP_003016241.1",151,"PTS sugar transporter subunit IIA"
"chromosome","NC_007880.1",1131308,1132051,"+",,,"FTL_RS06045","WP_003016242.1",247,"RNA methyltransferase"
"chromosome","NC_007880.1",1132053,1132616,"+",,"rnhB","FTL_RS06050","WP_003016244.1",187,"ribonuclease HII"
"chromosome","NC_007880.1",1132609,1133880,"+",,,"FTL_RS06055","WP_003016246.1",423,"sodium:solute symporter"
"chromosome","NC_007880.1",1133877,1134284,"-",,,"FTL_RS06060","WP_003016247.1",135,"ClpXP protease specificity-enhancing factor"
"chromosome","NC_007880.1",1134286,1134903,"-",,,"FTL_RS06065","WP_003016250.1",205,"glutathione S-transferase N-terminal domain-containing protein"
"chromosome","NC_007880.1",1134963,1135352,"-",,"rpsI","FTL_RS06070","WP_003025459.1",129,"MULTISPECIES: 30S ribosomal protein S9"
"chromosome","NC_007880.1",1135368,1135796,"-",,"rplM","FTL_RS06075","WP_003016252.1",142,"MULTISPECIES: 50S ribosomal protein L13"
"chromosome","NC_007880.1",1135935,1137119,"-",,,"FTL_RS06080","WP_010031739.1",394,"NAD(P)-binding protein"
"chromosome","NC_007880.1",1137112,1138263,"-",,,"FTL_RS06085","WP_003016255.1",383,"murein transglycosylase A"
"chromosome","NC_007880.1",1138367,1138954,"+",,"grpE","FTL_RS06090","WP_003037086.1",195,"nucleotide exchange factor GrpE"
"chromosome","NC_007880.1",1139055,1140983,"+",,"dnaK","FTL_RS06095","WP_003016262.1",642,"molecular chaperone DnaK"
"chromosome","NC_007880.1",1141072,1142187,"+",,"dnaJ","FTL_RS06100","WP_011457462.1",371,"molecular chaperone DnaJ"
"chromosome","NC_007880.1",1142201,1142989,"-",,,"FTL_RS06105","WP_003016270.1",262,"LysR family transcriptional regulator"
"chromosome","NC_007880.1",1143354,1144234,"+",,,"FTL_RS10440","WP_011457329.1",293,"MULTISPECIES: IS630 family transposase"
"chromosome","NC_007880.1",1144282,1145118,"+",,,"FTL_RS06125","WP_011457463.1",278,"DMT family transporter"
"chromosome","NC_007880.1",1145204,1146217,"+",,"pheS","FTL_RS06130","WP_003016273.1",337,"phenylalanine--tRNA ligase subunit alpha"
"chromosome","NC_007880.1",1146238,1148610,"+",,"pheT","FTL_RS06135","WP_003016276.1",790,"phenylalanine--tRNA ligase subunit beta"
"chromosome","NC_007880.1",1148653,1149078,"-",,,"FTL_RS06140","WP_010031846.1",141,"transcriptional repressor"
"chromosome","NC_007880.1",1149226,1150443,"+",,,"FTL_RS06145","WP_003016280.1",405,"GTP-binding protein"
"chromosome","NC_007880.1",1150446,1151192,"+",,,"FTL_RS06150","WP_003016283.1",248,"ZIP family metal transporter"
"chromosome","NC_007880.1",1151214,1152203,"-",,,"FTL_RS06155","WP_003019230.1",329,"hypothetical protein"
"chromosome","NC_007880.1",1152371,1153801,"-",,"cls","FTL_RS06160","WP_003016286.1",476,"cardiolipin synthase"
"chromosome","NC_007880.1",1153893,1155320,"-",,"cls","FTL_RS06165","WP_003016289.1",475,"cardiolipin synthase"
"chromosome","NC_007880.1",1156701,1157561,"+",,,"FTL_RS06175","WP_003016293.1",286,"Mrp/NBP35 family ATP-binding protein"
"chromosome","NC_007880.1",1157573,1158139,"+",,,"FTL_RS06180","WP_003016296.1",188,"MULTISPECIES: dCTP deaminase"
"chromosome","NC_007880.1",1159397,1159972,"-",,,"FTL_RS06190","WP_003016300.1",191,"hypothetical protein"
"chromosome","NC_007880.1",1159980,1162421,"-",,,"FTL_RS06195","WP_003016304.1",813,"leucine--tRNA ligase"
"chromosome","NC_007880.1",1162529,1164424,"-",,,"FTL_RS06200","WP_003016307.1",631,"DUF3857 domain-containing transglutaminase family protein"
"chromosome","NC_007880.1",1164553,1164810,"-",,,"FTL_RS11135","WP_010030467.1",85,"SEL1-like repeat protein"
"chromosome","NC_007880.1",1165224,1165634,"-",,"ruvX","FTL_RS06210","WP_003016310.1",136,"Holliday junction resolvase RuvX"
"chromosome","NC_007880.1",1165636,1166220,"-",,,"FTL_RS06215","WP_003021066.1",194,"YqgE/AlgH family protein"
"chromosome","NC_007880.1",1166854,1167225,"-",,,"FTL_RS06225","WP_003026059.1",123,"hypothetical protein"
"chromosome","NC_007880.1",1167906,1169030,"-",,,"FTL_RS06230","WP_003016316.1",374,"PAS domain-containing protein"
"chromosome","NC_007880.1",1169829,1171070,"-",,,"FTL_RS06235","WP_003016318.1",413,"aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme"
"chromosome","NC_007880.1",1171299,1172666,"+",,,"FTL_RS06240","WP_003016320.1",455,"amino acid permease"
"chromosome","NC_007880.1",1172718,1173323,"+",,,"FTL_RS06245","WP_003016322.1",201,"hypothetical protein"
"chromosome","NC_007880.1",1173327,1173620,"+",,,"FTL_RS06250","WP_003016326.1",97,"MULTISPECIES: transcriptional regulator"
"chromosome","NC_007880.1",1173617,1173766,"-",,,"FTL_RS11140","WP_003016327.1",49,"hypothetical protein"
"chromosome","NC_007880.1",1173745,1174026,"-",,,"FTL_RS06255","WP_003016330.1",93,"hypothetical protein"
"chromosome","NC_007880.1",1174019,1174345,"-",,"trxA","FTL_RS06260","WP_003016332.1",108,"thioredoxin"
"chromosome","NC_007880.1",1174349,1175038,"-",,,"FTL_RS06265","WP_003016336.1",229,"hypothetical protein"
"chromosome","NC_007880.1",1176005,1177150,"-",,"sufD","FTL_RS06275","WP_011457468.1",381,"Fe-S cluster assembly protein SufD"
"chromosome","NC_007880.1",1177163,1177912,"-",,"sufC","FTL_RS06280","WP_003016343.1",249,"Fe-S cluster assembly ATPase SufC"
"chromosome","NC_007880.1",1177951,1179396,"-",,"sufB","FTL_RS06285","WP_003016345.1",481,"Fe-S cluster assembly protein SufB"
"chromosome","NC_007880.1",1179403,1179813,"-",,,"FTL_RS06290","WP_003019201.1",136,"SUF system Fe-S cluster assembly regulator"
"chromosome","NC_007880.1",1179966,1181339,"+",,"trkA","FTL_RS06295","WP_003019199.1",457,"Trk system potassium transporter TrkA"
